ccode,cabbr,year,recruit,tmenlist,mil,estimate,version
2,USA,1816,1,,1,,2014
2,USA,1817,1,,1,,2014
2,USA,1818,1,,1,,2014
2,USA,1819,1,,1,,2014
2,USA,1820,1,,1,,2014
2,USA,1821,1,,1,,2014
2,USA,1822,1,,1,,2014
2,USA,1823,1,,1,,2014
2,USA,1824,1,,1,,2014
2,USA,1825,1,,1,,2014
2,USA,1826,1,,1,,2014
2,USA,1827,1,,1,,2014
2,USA,1828,1,,1,,2014
2,USA,1829,1,,1,,2014
2,USA,1830,1,,1,,2014
2,USA,1831,1,,1,,2014
2,USA,1832,1,,1,,2014
2,USA,1833,1,,1,,2014
2,USA,1834,1,,1,,2014
2,USA,1835,1,,1,,2014
2,USA,1836,1,,1,,2014
2,USA,1837,1,,1,,2014
2,USA,1838,1,,1,,2014
2,USA,1839,1,,1,,2014
2,USA,1840,1,,1,,2014
2,USA,1841,1,,1,,2014
2,USA,1842,1,,1,,2014
2,USA,1843,1,,1,,2014
2,USA,1844,1,,1,,2014
2,USA,1845,1,,1,,2014
2,USA,1846,1,,1,,2014
2,USA,1847,1,,1,,2014
2,USA,1848,1,,1,,2014
2,USA,1849,1,,1,,2014
2,USA,1850,1,,1,,2014
2,USA,1851,1,,1,,2014
2,USA,1852,1,,1,,2014
2,USA,1853,1,,1,,2014
2,USA,1854,1,,1,,2014
2,USA,1855,1,,1,,2014
2,USA,1856,1,,1,,2014
2,USA,1857,1,,1,,2014
2,USA,1858,1,,1,,2014
2,USA,1859,1,,1,,2014
2,USA,1860,1,,1,,2014
2,USA,1861,1,,1,,2014
2,USA,1862,1,,1,,2014
2,USA,1863,0,,1,,2014
2,USA,1864,0,,1,,2014
2,USA,1865,0,,1,,2014
2,USA,1866,1,,1,,2014
2,USA,1867,1,,1,,2014
2,USA,1868,1,,1,,2014
2,USA,1869,1,,1,,2014
2,USA,1870,1,,1,,2014
2,USA,1871,1,,1,,2014
2,USA,1872,1,,1,,2014
2,USA,1873,1,,1,,2014
2,USA,1874,1,,1,,2014
2,USA,1875,1,,1,,2014
2,USA,1876,1,,1,,2014
2,USA,1877,1,,1,,2014
2,USA,1878,1,,1,,2014
2,USA,1879,1,,1,,2014
2,USA,1880,1,,1,,2014
2,USA,1881,1,,1,,2014
2,USA,1882,1,,1,,2014
2,USA,1883,1,,1,,2014
2,USA,1884,1,,1,,2014
2,USA,1885,1,,1,,2014
2,USA,1886,1,,1,,2014
2,USA,1887,1,,1,,2014
2,USA,1888,1,,1,,2014
2,USA,1889,1,,1,,2014
2,USA,1890,1,,1,,2014
2,USA,1891,1,,1,,2014
2,USA,1892,1,,1,,2014
2,USA,1893,1,,1,,2014
2,USA,1894,1,,1,,2014
2,USA,1895,1,,1,,2014
2,USA,1896,1,,1,,2014
2,USA,1897,1,,1,,2014
2,USA,1898,1,,1,,2014
2,USA,1899,1,,1,,2014
2,USA,1900,1,,1,,2014
2,USA,1901,1,,1,,2014
2,USA,1902,1,,1,,2014
2,USA,1903,1,,1,,2014
2,USA,1904,1,,1,,2014
2,USA,1905,1,,1,,2014
2,USA,1906,1,,1,,2014
2,USA,1907,1,,1,,2014
2,USA,1908,1,,1,,2014
2,USA,1909,1,,1,,2014
2,USA,1910,1,,1,,2014
2,USA,1911,1,,1,,2014
2,USA,1912,1,,1,,2014
2,USA,1913,1,,1,,2014
2,USA,1914,1,,1,,2014
2,USA,1915,1,,1,,2014
2,USA,1916,1,,1,,2014
2,USA,1917,0,,1,,2014
2,USA,1918,0,,1,,2014
2,USA,1919,0,,1,,2014
2,USA,1920,1,,1,,2014
2,USA,1921,1,,1,,2014
2,USA,1922,1,,1,,2014
2,USA,1923,1,,1,,2014
2,USA,1924,1,,1,,2014
2,USA,1925,1,,1,,2014
2,USA,1926,1,,1,,2014
2,USA,1927,1,,1,,2014
2,USA,1928,1,,1,,2014
2,USA,1929,1,,1,,2014
2,USA,1930,1,,1,,2014
2,USA,1931,1,,1,,2014
2,USA,1932,1,,1,,2014
2,USA,1933,1,,1,,2014
2,USA,1934,1,,1,,2014
2,USA,1935,1,,1,,2014
2,USA,1936,1,,1,,2014
2,USA,1937,1,,1,,2014
2,USA,1938,1,,1,,2014
2,USA,1939,1,,1,,2014
2,USA,1940,0,21,1,,2014
2,USA,1941,0,21,1,,2014
2,USA,1942,0,21,1,,2014
2,USA,1943,0,21,1,,2014
2,USA,1944,0,21,1,,2014
2,USA,1945,0,21,1,,2014
2,USA,1946,0,21,1,,2014
2,USA,1947,0,21,1,,2014
2,USA,1948,0,21,1,,2014
2,USA,1949,0,21,1,,2014
2,USA,1950,0,21,1,,2014
2,USA,1951,0,21,1,,2014
2,USA,1952,0,21,1,,2014
2,USA,1953,0,21,1,,2014
2,USA,1954,0,21,1,,2014
2,USA,1955,0,21,1,,2014
2,USA,1956,0,21,1,,2014
2,USA,1957,0,21,1,,2014
2,USA,1958,0,21,1,,2014
2,USA,1959,0,24,1,,2014
2,USA,1960,0,21,1,,2014
2,USA,1961,0,24,1,,2014
2,USA,1962,0,24,1,,2014
2,USA,1963,0,24,1,,2014
2,USA,1964,0,24,1,,2014
2,USA,1965,0,24,1,,2014
2,USA,1966,0,24,1,,2014
2,USA,1967,0,24,1,,2014
2,USA,1968,0,24,1,,2014
2,USA,1969,0,24,1,0,2014
2,USA,1970,0,24,1,0,2014
2,USA,1971,0,24,1,0,2014
2,USA,1972,0,24,1,0,2014
2,USA,1973,1,,1,1,2014
2,USA,1974,1,,1,1,2014
2,USA,1975,1,,1,1,2014
2,USA,1976,1,,1,1,2014
2,USA,1977,1,,1,1,2014
2,USA,1978,1,,1,1,2014
2,USA,1979,1,,1,1,2014
2,USA,1980,1,,1,1,2014
2,USA,1981,1,,1,1,2014
2,USA,1982,1,,1,1,2014
2,USA,1983,1,,1,1,2014
2,USA,1984,1,,1,1,2014
2,USA,1985,1,,1,1,2014
2,USA,1986,1,,1,1,2014
2,USA,1987,1,,1,1,2014
2,USA,1988,1,,1,1,2014
2,USA,1989,1,,1,1,2014
2,USA,1990,1,,1,1,2014
2,USA,1991,1,,1,1,2014
2,USA,1992,1,,1,1,2014
2,USA,1993,1,,1,1,2014
2,USA,1994,1,,1,1,2014
2,USA,1995,1,,1,1,2014
2,USA,1996,1,,1,1,2014
2,USA,1997,1,,1,1,2014
2,USA,1998,1,,1,1,2014
2,USA,1999,1,,1,1,2014
2,USA,2000,1,,1,1,2014
2,USA,2001,1,,1,1,2014
2,USA,2002,1,,1,1,2014
2,USA,2003,1,,1,1,2014
2,USA,2004,1,,1,1,2014
2,USA,2005,1,,1,1,2014
2,USA,2006,1,,1,1,2014
2,USA,2007,1,,1,1,2014
2,USA,2008,1,,1,1,2014
20,,1917,0,,1,,2014
20,,1918,0,,1,,2014
20,,1919,1,,1,,2014
20,CAN,1920,1,,1,,2014
20,CAN,1921,1,,1,,2014
20,CAN,1922,1,,1,,2014
20,CAN,1923,1,,1,,2014
20,CAN,1924,1,,1,,2014
20,CAN,1925,1,,1,,2014
20,CAN,1926,1,,1,,2014
20,CAN,1927,1,,1,,2014
20,CAN,1928,1,,1,,2014
20,CAN,1929,1,,1,,2014
20,CAN,1930,1,,1,,2014
20,CAN,1931,1,,1,,2014
20,CAN,1932,1,,1,,2014
20,CAN,1933,1,,1,,2014
20,CAN,1934,1,,1,,2014
20,CAN,1935,1,,1,,2014
20,CAN,1936,1,,1,,2014
20,CAN,1937,1,,1,,2014
20,CAN,1938,1,,1,,2014
20,CAN,1939,0,,1,,2014
20,CAN,1940,0,,1,,2014
20,CAN,1941,0,,1,,2014
20,CAN,1942,0,,1,,2014
20,CAN,1943,0,,1,,2014
20,CAN,1944,0,,1,,2014
20,CAN,1945,0,,1,,2014
20,CAN,1946,1,,1,,2014
20,CAN,1947,1,,1,,2014
20,CAN,1948,1,,1,,2014
20,CAN,1949,1,,1,,2014
20,CAN,1950,1,,1,,2014
20,CAN,1951,1,,1,,2014
20,CAN,1952,1,,1,,2014
20,CAN,1953,1,,1,,2014
20,CAN,1954,1,,1,,2014
20,CAN,1955,1,,1,,2014
20,CAN,1956,1,,1,,2014
20,CAN,1957,1,,1,,2014
20,CAN,1958,1,,1,,2014
20,CAN,1959,1,,1,,2014
20,CAN,1960,1,,1,,2014
20,CAN,1961,1,,1,,2014
20,CAN,1962,1,,1,,2014
20,CAN,1963,1,,1,,2014
20,CAN,1964,1,,1,,2014
20,CAN,1965,1,,1,,2014
20,CAN,1966,1,,1,,2014
20,CAN,1967,1,,1,,2014
20,CAN,1968,1,,1,,2014
20,CAN,1969,1,,1,1,2014
20,CAN,1970,1,,1,1,2014
20,CAN,1971,1,,1,1,2014
20,CAN,1972,1,,1,1,2014
20,CAN,1973,1,,1,1,2014
20,CAN,1974,1,,1,1,2014
20,CAN,1975,1,,1,1,2014
20,CAN,1976,1,,1,1,2014
20,CAN,1977,1,,1,1,2014
20,CAN,1978,1,,1,1,2014
20,CAN,1979,1,,1,1,2014
20,CAN,1980,1,,1,1,2014
20,CAN,1981,1,,1,1,2014
20,CAN,1982,1,,1,1,2014
20,CAN,1983,1,,1,1,2014
20,CAN,1984,1,,1,1,2014
20,CAN,1985,1,,1,1,2014
20,CAN,1986,1,,1,1,2014
20,CAN,1987,1,,1,1,2014
20,CAN,1988,1,,1,1,2014
20,CAN,1989,1,,1,1,2014
20,CAN,1990,1,,1,1,2014
20,CAN,1991,1,,1,1,2014
20,CAN,1992,1,,1,1,2014
20,CAN,1993,1,,1,1,2014
20,CAN,1994,1,,1,1,2014
20,CAN,1995,1,,1,1,2014
20,CAN,1996,1,,1,1,2014
20,CAN,1997,1,,1,1,2014
20,CAN,1998,1,,1,1,2014
20,CAN,1999,1,,1,1,2014
20,CAN,2000,1,,1,1,2014
20,CAN,2001,1,,1,1,2014
20,CAN,2002,1,,1,1,2014
20,CAN,2003,1,,1,1,2014
20,CAN,2004,1,,1,1,2014
20,CAN,2005,1,,1,1,2014
20,CAN,2006,1,,1,1,2014
20,CAN,2007,1,,1,1,2014
20,CAN,2008,1,,1,1,2014
31,BHM,1973,1,,1,1,2014
31,BHM,1974,1,,1,1,2014
31,BHM,1975,1,,1,1,2014
31,BHM,1976,1,,1,1,2014
31,BHM,1977,1,,1,1,2014
31,BHM,1978,1,,1,1,2014
31,BHM,1979,1,,1,1,2014
31,BHM,1980,1,,1,1,2014
31,BHM,1981,1,,1,1,2014
31,BHM,1982,1,,1,1,2014
31,BHM,1983,1,,1,1,2014
31,BHM,1984,1,,1,1,2014
31,BHM,1985,1,,1,1,2014
31,BHM,1986,1,,1,1,2014
31,BHM,1987,1,,1,1,2014
31,BHM,1988,1,,1,1,2014
31,BHM,1989,1,,1,1,2014
31,BHM,1990,1,,1,1,2014
31,BHM,1991,1,,1,1,2014
31,BHM,1992,1,,1,1,2014
31,BHM,1993,1,,1,1,2014
31,BHM,1994,1,,1,1,2014
31,BHM,1995,1,,1,1,2014
31,BHM,1996,1,,1,1,2014
31,BHM,1997,1,,1,1,2014
31,BHM,1998,1,,1,1,2014
31,BHM,1999,1,,1,1,2014
31,BHM,2000,1,,1,1,2014
31,BHM,2001,1,,1,1,2014
31,BHM,2002,1,,1,1,2014
31,BHM,2003,1,,1,1,2014
31,BHM,2004,1,,1,1,2014
31,BHM,2005,1,,1,1,2014
31,BHM,2006,1,,1,1,2014
31,BHM,2007,1,,1,1,2014
31,BHM,2008,1,,1,1,2014
40,CUB,1902,,,,,2014
40,CUB,1903,,,,,2014
40,CUB,1904,,,,,2014
40,CUB,1905,,,,,2014
40,CUB,1906,,,,,2014
40,CUB,1909,,,,,2014
40,CUB,1910,,,,,2014
40,CUB,1911,,,,,2014
40,CUB,1912,,,,,2014
40,CUB,1913,,,,,2014
40,CUB,1914,,,,,2014
40,CUB,1915,,,,,2014
40,CUB,1916,,,,,2014
40,CUB,1917,,,,,2014
40,CUB,1918,,,,,2014
40,CUB,1919,,,,,2014
40,CUB,1920,,,,,2014
40,CUB,1921,,,,,2014
40,CUB,1922,,,,,2014
40,CUB,1923,,,,,2014
40,CUB,1924,,,,,2014
40,CUB,1925,,,,,2014
40,CUB,1926,,,,,2014
40,CUB,1927,,,,,2014
40,CUB,1928,,,,,2014
40,CUB,1929,,,,,2014
40,CUB,1930,,,,,2014
40,CUB,1931,,,,,2014
40,CUB,1932,,,,,2014
40,CUB,1933,,,,,2014
40,CUB,1934,,,,,2014
40,CUB,1935,,,,,2014
40,CUB,1936,,,,,2014
40,CUB,1937,,,,,2014
40,CUB,1938,,,,,2014
40,CUB,1939,,,,,2014
40,CUB,1940,,,,,2014
40,CUB,1941,,,,,2014
40,CUB,1942,0,,1,,2014
40,CUB,1943,0,,1,,2014
40,CUB,1944,0,,1,,2014
40,CUB,1945,0,,1,,2014
40,CUB,1946,0,,1,,2014
40,CUB,1947,0,,1,,2014
40,CUB,1948,0,,1,,2014
40,CUB,1949,0,,1,,2014
40,CUB,1950,0,,1,,2014
40,CUB,1951,0,,1,,2014
40,CUB,1952,0,,1,,2014
40,CUB,1953,0,,1,,2014
40,CUB,1954,0,,1,,2014
40,CUB,1955,0,,1,,2014
40,CUB,1956,0,,1,,2014
40,CUB,1957,0,,1,,2014
40,CUB,1958,0,,1,,2014
40,CUB,1959,1,,1,,2014
40,CUB,1960,1,,1,,2014
40,CUB,1961,1,,1,,2014
40,CUB,1962,1,,1,,2014
40,CUB,1963,1,,1,,2014
40,CUB,1964,0,,1,,2014
40,CUB,1965,0,33,1,,2014
40,CUB,1966,0,33,1,,2014
40,CUB,1967,0,33,1,,2014
40,CUB,1968,0,33,1,,2014
40,CUB,1969,0,,1,0,2014
40,CUB,1970,0,36,1,0,2014
40,CUB,1971,0,,1,0,2014
40,CUB,1972,0,36,1,0,2014
40,CUB,1973,0,36,1,0,2014
40,CUB,1974,0,36,1,0,2014
40,CUB,1975,0,36,1,0,2014
40,CUB,1976,0,36,1,0,2014
40,CUB,1977,0,36,1,0,2014
40,CUB,1978,0,36,1,0,2014
40,CUB,1979,0,36,1,0,2014
40,CUB,1980,0,36,1,0,2014
40,CUB,1981,0,36,1,0,2014
40,CUB,1982,0,36,1,0,2014
40,CUB,1983,0,36,1,0,2014
40,CUB,1984,0,36,1,0,2014
40,CUB,1985,0,36,1,0,2014
40,CUB,1986,0,36,1,0,2014
40,CUB,1987,0,36,1,0,2014
40,CUB,1988,0,36,1,0,2014
40,CUB,1989,0,36,1,1,2014
40,CUB,1990,0,36,1,1,2014
40,CUB,1991,0,24,1,1,2014
40,CUB,1992,0,24,1,1,2014
40,CUB,1993,0,24,1,1,2014
40,CUB,1994,0,24,1,1,2014
40,CUB,1995,0,24,1,0,2014
40,CUB,1996,0,24,1,0,2014
40,CUB,1997,0,24,1,0,2014
40,CUB,1998,0,24,1,0,2014
40,CUB,1999,0,24,1,0,2014
40,CUB,2000,0,24,1,0,2014
40,CUB,2001,0,24,1,0,2014
40,CUB,2002,0,24,1,0,2014
40,CUB,2003,0,24,1,0,2014
40,CUB,2004,0,24,1,0,2014
40,CUB,2005,0,,1,0,2014
40,CUB,2006,0,,1,0,2014
40,CUB,2007,0,,1,0,2014
40,CUB,2008,0,,1,0,2014
41,HAI,1859,,,,,2014
41,HAI,1860,,,,,2014
41,HAI,1861,,,,,2014
41,HAI,1862,,,,,2014
41,HAI,1863,,,,,2014
41,HAI,1864,,,,,2014
41,HAI,1865,,,,,2014
41,HAI,1866,,,,,2014
41,HAI,1867,,,,,2014
41,HAI,1868,,,,,2014
41,HAI,1869,,,,,2014
41,HAI,1870,,,,,2014
41,HAI,1871,,,,,2014
41,HAI,1872,,,,,2014
41,HAI,1873,,,,,2014
41,HAI,1874,,,,,2014
41,HAI,1875,,,,,2014
41,HAI,1876,,,,,2014
41,HAI,1877,,,,,2014
41,HAI,1878,,,,,2014
41,HAI,1879,,,,,2014
41,HAI,1880,,,,,2014
41,HAI,1881,,,,,2014
41,HAI,1882,,,,,2014
41,HAI,1883,,,,,2014
41,HAI,1884,,,,,2014
41,HAI,1885,,,,,2014
41,HAI,1886,,,,,2014
41,HAI,1887,,,,,2014
41,HAI,1888,,,,,2014
41,HAI,1889,,,,,2014
41,HAI,1890,,,,,2014
41,HAI,1891,,,,,2014
41,HAI,1892,,,,,2014
41,HAI,1893,,,,,2014
41,HAI,1894,,,,,2014
41,HAI,1895,,,,,2014
41,HAI,1896,,,,,2014
41,HAI,1897,,,,,2014
41,HAI,1898,,,,,2014
41,HAI,1899,,,,,2014
41,HAI,1900,,,,,2014
41,HAI,1901,,,,,2014
41,HAI,1902,,,,,2014
41,HAI,1903,,,,,2014
41,HAI,1904,,,,,2014
41,HAI,1905,,,,,2014
41,HAI,1906,,,,,2014
41,HAI,1907,,,,,2014
41,HAI,1908,,,,,2014
41,HAI,1909,,,,,2014
41,HAI,1910,,,,,2014
41,HAI,1911,,,,,2014
41,HAI,1912,,,,,2014
41,HAI,1913,,,,,2014
41,HAI,1914,,,,,2014
41,HAI,1915,,,,,2014
41,HAI,1934,,,,,2014
41,HAI,1935,,,,,2014
41,HAI,1936,,,,,2014
41,HAI,1937,,,,,2014
41,HAI,1938,,,,,2014
41,HAI,1939,,,,,2014
41,HAI,1940,,,,,2014
41,HAI,1941,,,,,2014
41,HAI,1942,,,,,2014
41,HAI,1943,,,,,2014
41,HAI,1944,,,,,2014
41,HAI,1945,,,,,2014
41,HAI,1946,,,,,2014
41,HAI,1947,,,,,2014
41,HAI,1948,,,,,2014
41,HAI,1949,,,,,2014
41,HAI,1950,,,,,2014
41,HAI,1951,,,,,2014
41,HAI,1952,,,,,2014
41,HAI,1953,,,,,2014
41,HAI,1954,,,,,2014
41,HAI,1955,,,,,2014
41,HAI,1956,,,,,2014
41,HAI,1957,1,,1,,2014
41,HAI,1958,1,,1,,2014
41,HAI,1959,1,,1,,2014
41,HAI,1960,1,,1,,2014
41,HAI,1961,1,,1,,2014
41,HAI,1962,1,,1,,2014
41,HAI,1963,1,,1,,2014
41,HAI,1964,1,,1,,2014
41,HAI,1965,1,,1,,2014
41,HAI,1966,1,,1,,2014
41,HAI,1967,1,,1,,2014
41,HAI,1968,1,,1,,2014
41,HAI,1969,1,,1,1,2014
41,HAI,1970,1,,1,1,2014
41,HAI,1971,1,,1,1,2014
41,HAI,1972,1,,1,1,2014
41,HAI,1973,1,,1,1,2014
41,HAI,1974,1,,1,1,2014
41,HAI,1975,1,,1,1,2014
41,HAI,1976,1,,1,1,2014
41,HAI,1977,1,,1,1,2014
41,HAI,1978,1,,1,1,2014
41,HAI,1979,1,,1,1,2014
41,HAI,1980,1,,1,1,2014
41,HAI,1981,1,,1,1,2014
41,HAI,1982,1,,1,1,2014
41,HAI,1983,1,,1,1,2014
41,HAI,1984,1,,1,1,2014
41,HAI,1985,1,,1,1,2014
41,HAI,1986,1,,1,1,2014
41,HAI,1987,1,,1,1,2014
41,HAI,1988,1,,1,1,2014
41,HAI,1989,1,,1,1,2014
41,HAI,1990,1,,1,1,2014
41,HAI,1991,1,,1,1,2014
41,HAI,1992,1,,1,1,2014
41,HAI,1993,1,,1,1,2014
41,HAI,1994,1,,0,1,2014
41,HAI,1995,1,,0,1,2014
41,HAI,1996,1,,0,1,2014
41,HAI,1997,1,,0,1,2014
41,HAI,1998,1,,0,1,2014
41,HAI,1999,1,,0,1,2014
41,HAI,2000,1,,0,1,2014
41,HAI,2001,1,,0,1,2014
41,HAI,2002,1,,0,1,2014
41,HAI,2003,1,,0,1,2014
41,HAI,2004,1,,0,1,2014
41,HAI,2005,1,,0,1,2014
41,HAI,2006,1,,0,1,2014
41,HAI,2007,1,,0,1,2014
41,HAI,2008,1,,0,1,2014
42,DOM,1894,,,,,2014
42,DOM,1895,,,,,2014
42,DOM,1896,,,,,2014
42,DOM,1897,,,,,2014
42,DOM,1898,,,,,2014
42,DOM,1899,,,,,2014
42,DOM,1900,,,,,2014
42,DOM,1901,,,,,2014
42,DOM,1902,,,,,2014
42,DOM,1903,,,,,2014
42,DOM,1904,,,,,2014
42,DOM,1905,,,,,2014
42,DOM,1906,,,,,2014
42,DOM,1907,,,,,2014
42,DOM,1908,,,,,2014
42,DOM,1909,,,,,2014
42,DOM,1910,,,,,2014
42,DOM,1911,,,,,2014
42,DOM,1912,,,,,2014
42,DOM,1913,,,,,2014
42,DOM,1914,,,,,2014
42,DOM,1915,,,,,2014
42,DOM,1916,,,,,2014
42,DOM,1924,,,,,2014
42,DOM,1925,,,,,2014
42,DOM,1926,,,,,2014
42,DOM,1927,,,,,2014
42,DOM,1928,,,,,2014
42,DOM,1929,,,,,2014
42,DOM,1930,,,,,2014
42,DOM,1931,,,,,2014
42,DOM,1932,,,,,2014
42,DOM,1933,,,,,2014
42,DOM,1934,,,,,2014
42,DOM,1935,,,,,2014
42,DOM,1936,,,,,2014
42,DOM,1937,,,,,2014
42,DOM,1938,,,,,2014
42,DOM,1939,,,,,2014
42,DOM,1940,,,,,2014
42,DOM,1941,,,,,2014
42,DOM,1942,,,,,2014
42,DOM,1943,,,,,2014
42,DOM,1944,,,,,2014
42,DOM,1945,,,,,2014
42,DOM,1946,,,,,2014
42,DOM,1947,0,12,1,,2014
42,DOM,1948,0,12,1,,2014
42,DOM,1949,0,12,1,,2014
42,DOM,1950,0,12,1,,2014
42,DOM,1951,0,12,1,,2014
42,DOM,1952,0,12,1,,2014
42,DOM,1953,0,12,1,,2014
42,DOM,1954,0,12,1,,2014
42,DOM,1955,0,12,1,,2014
42,DOM,1956,0,12,1,,2014
42,DOM,1957,0,12,1,,2014
42,DOM,1958,0,12,1,,2014
42,DOM,1959,0,12,1,,2014
42,DOM,1960,0,12,1,,2014
42,DOM,1961,0,12,1,,2014
42,DOM,1962,1,,1,,2014
42,DOM,1963,1,,1,,2014
42,DOM,1964,1,,1,,2014
42,DOM,1965,1,,1,,2014
42,DOM,1966,1,,1,,2014
42,DOM,1967,1,,1,,2014
42,DOM,1968,1,,1,,2014
42,DOM,1969,1,,1,1,2014
42,DOM,1970,0,,1,0,2014
42,DOM,1971,0,,1,0,2014
42,DOM,1972,0,,1,0,2014
42,DOM,1973,0,,1,0,2014
42,DOM,1974,0,,1,0,2014
42,DOM,1975,0,12,1,0,2014
42,DOM,1976,0,12,1,0,2014
42,DOM,1977,1,,1,1,2014
42,DOM,1978,1,,1,1,2014
42,DOM,1979,1,,1,1,2014
42,DOM,1980,1,,1,1,2014
42,DOM,1981,1,,1,1,2014
42,DOM,1982,1,,1,1,2014
42,DOM,1983,1,,1,1,2014
42,DOM,1984,1,,1,1,2014
42,DOM,1985,1,,1,1,2014
42,DOM,1986,1,,1,1,2014
42,DOM,1987,1,,1,1,2014
42,DOM,1988,1,,1,1,2014
42,DOM,1989,1,,1,1,2014
42,DOM,1990,1,,1,1,2014
42,DOM,1991,1,,1,1,2014
42,DOM,1992,1,,1,1,2014
42,DOM,1993,1,,1,1,2014
42,DOM,1994,1,,1,1,2014
42,DOM,1995,1,,1,1,2014
42,DOM,1996,1,,1,1,2014
42,DOM,1997,1,,1,1,2014
42,DOM,1998,1,,1,1,2014
42,DOM,1999,1,,1,1,2014
42,DOM,2000,1,,1,1,2014
42,DOM,2001,1,,1,1,2014
42,DOM,2002,1,,1,1,2014
42,DOM,2003,1,,1,1,2014
42,DOM,2004,1,,1,1,2014
42,DOM,2005,1,,1,1,2014
42,DOM,2006,1,,1,1,2014
42,DOM,2007,1,,1,1,2014
42,DOM,2008,1,,1,1,2014
51,JAM,1962,1,,1,,2014
51,JAM,1963,1,,1,,2014
51,JAM,1964,1,,1,,2014
51,JAM,1965,1,,1,,2014
51,JAM,1966,1,,1,,2014
51,JAM,1967,1,,1,,2014
51,JAM,1968,1,,1,,2014
51,JAM,1969,1,,1,1,2014
51,JAM,1970,1,,1,1,2014
51,JAM,1971,1,,1,1,2014
51,JAM,1972,1,,1,1,2014
51,JAM,1973,1,,1,1,2014
51,JAM,1974,1,,1,1,2014
51,JAM,1975,1,,1,1,2014
51,JAM,1976,1,,1,1,2014
51,JAM,1977,1,,1,1,2014
51,JAM,1978,1,,1,1,2014
51,JAM,1979,1,,1,1,2014
51,JAM,1980,1,,1,1,2014
51,JAM,1981,1,,1,1,2014
51,JAM,1982,1,,1,1,2014
51,JAM,1983,1,,1,1,2014
51,JAM,1984,1,,1,1,2014
51,JAM,1985,1,,1,1,2014
51,JAM,1986,1,,1,1,2014
51,JAM,1987,1,,1,1,2014
51,JAM,1988,1,,1,1,2014
51,JAM,1989,1,,1,1,2014
51,JAM,1990,1,,1,1,2014
51,JAM,1991,1,,1,1,2014
51,JAM,1992,1,,1,1,2014
51,JAM,1993,1,,1,1,2014
51,JAM,1994,1,,1,1,2014
51,JAM,1995,1,,1,1,2014
51,JAM,1996,1,,1,1,2014
51,JAM,1997,1,,1,1,2014
51,JAM,1998,1,,1,1,2014
51,JAM,1999,1,,1,1,2014
51,JAM,2000,1,,1,1,2014
51,JAM,2001,1,,1,1,2014
51,JAM,2002,1,,1,1,2014
51,JAM,2003,1,,1,1,2014
51,JAM,2004,1,,1,1,2014
51,JAM,2005,1,,1,1,2014
51,JAM,2006,1,,1,1,2014
51,JAM,2007,1,,1,1,2014
51,JAM,2008,1,,1,1,2014
52,TRI,1962,1,,1,,2014
52,TRI,1963,1,,1,,2014
52,TRI,1964,1,,1,,2014
52,TRI,1965,1,,1,,2014
52,TRI,1966,1,,1,,2014
52,TRI,1967,1,,1,,2014
52,TRI,1968,1,,1,,2014
52,TRI,1969,1,,1,1,2014
52,TRI,1970,1,,1,1,2014
52,TRI,1971,1,,1,1,2014
52,TRI,1972,1,,1,1,2014
52,TRI,1973,1,,1,1,2014
52,TRI,1974,1,,1,1,2014
52,TRI,1975,1,,1,1,2014
52,TRI,1976,1,,1,1,2014
52,TRI,1977,1,,1,1,2014
52,TRI,1978,1,,1,1,2014
52,TRI,1979,1,,1,1,2014
52,TRI,1980,1,,1,1,2014
52,TRI,1981,1,,1,1,2014
52,TRI,1982,1,,1,1,2014
52,TRI,1983,1,,1,1,2014
52,TRI,1984,1,,1,1,2014
52,TRI,1985,1,,1,1,2014
52,TRI,1986,1,,1,1,2014
52,TRI,1987,1,,1,1,2014
52,TRI,1988,1,,1,1,2014
52,TRI,1989,1,,1,1,2014
52,TRI,1990,1,,1,1,2014
52,TRI,1991,1,,1,1,2014
52,TRI,1992,1,,1,1,2014
52,TRI,1993,1,,1,1,2014
52,TRI,1994,1,,1,1,2014
52,TRI,1995,1,,1,1,2014
52,TRI,1996,1,,1,1,2014
52,TRI,1997,1,,1,1,2014
52,TRI,1998,1,,1,1,2014
52,TRI,1999,1,,1,1,2014
52,TRI,2000,1,,1,1,2014
52,TRI,2001,1,,1,1,2014
52,TRI,2002,1,,1,1,2014
52,TRI,2003,1,,1,1,2014
52,TRI,2004,1,,1,1,2014
52,TRI,2005,1,,1,1,2014
52,TRI,2006,1,,1,1,2014
52,TRI,2007,1,,1,1,2014
52,TRI,2008,1,,1,1,2014
52,TRI,2009,1,,1,1,2014
52,TRI,2010,1,,1,1,2014
53,BAR,1966,1,,1,,2014
53,BAR,1967,1,,1,,2014
53,BAR,1968,1,,1,,2014
53,BAR,1969,1,,1,1,2014
53,BAR,1970,1,,1,1,2014
53,BAR,1971,1,,1,1,2014
53,BAR,1972,1,,1,1,2014
53,BAR,1973,1,,1,1,2014
53,BAR,1974,1,,1,1,2014
53,BAR,1975,1,,1,1,2014
53,BAR,1976,1,,1,1,2014
53,BAR,1977,1,,1,1,2014
53,BAR,1978,1,,1,1,2014
53,BAR,1979,1,,1,1,2014
53,BAR,1980,1,,1,1,2014
53,BAR,1981,1,,1,1,2014
53,BAR,1982,1,,1,1,2014
53,BAR,1983,1,,1,1,2014
53,BAR,1984,1,,1,1,2014
53,BAR,1985,1,,1,1,2014
