ccode,cabbr,year,recruit,tmenlist,mil,estimate,version
101,VEN,1978,0,24,1,0,2014
101,VEN,1979,0,24,1,0,2014
101,VEN,1980,0,24,1,0,2014
101,VEN,1981,0,18,1,0,2014
101,VEN,1982,0,18,1,0,2014
101,VEN,1983,0,18,1,0,2014
101,VEN,1984,0,18,1,0,2014
101,VEN,1985,0,24,1,0,2014
101,VEN,1986,0,24,1,0,2014
101,VEN,1987,0,27,1,0,2014
101,VEN,1988,0,27,1,0,2014
101,VEN,1989,0,27,1,0,2014
101,VEN,1990,0,27,1,0,2014
101,VEN,1991,0,27,1,0,2014
101,VEN,1992,0,27,1,0,2014
101,VEN,1993,0,30,1,0,2014
101,VEN,1994,0,30,1,0,2014
101,VEN,1995,0,30,1,0,2014
101,VEN,1996,0,30,1,0,2014
101,VEN,1997,0,30,1,0,2014
101,VEN,1998,0,30,1,1,2014
101,VEN,1999,0,30,1,1,2014
101,VEN,2000,0,30,1,1,2014
101,VEN,2001,0,30,1,1,2014
101,VEN,2002,0,30,1,1,2014
101,VEN,2003,0,30,1,1,2014
101,VEN,2004,0,30,1,1,2014
101,VEN,2005,0,,1,1,2014
101,VEN,2006,0,,1,1,2014
101,VEN,2007,0,,1,0,2014
101,VEN,2008,0,,1,0,2014
110,GUY,1966,0,,1,,2014
110,GUY,1967,0,,1,,2014
110,GUY,1968,0,,1,,2014
110,GUY,1969,0,,1,0,2014
110,GUY,1970,0,,1,0,2014
110,GUY,1971,0,,1,0,2014
110,GUY,1972,0,,1,0,2014
110,GUY,1973,0,,1,0,2014
110,GUY,1974,0,,1,0,2014
110,GUY,1975,0,,1,0,2014
110,GUY,1976,0,,1,0,2014
110,GUY,1977,0,,1,0,2014
110,GUY,1978,0,,1,0,2014
110,GUY,1979,0,,1,0,2014
110,GUY,1980,0,,1,0,2014
110,GUY,1981,0,,1,0,2014
110,GUY,1982,0,,1,0,2014
110,GUY,1983,0,,1,0,2014
110,GUY,1984,0,,1,0,2014
110,GUY,1985,1,,1,1,2014
110,GUY,1986,1,,1,1,2014
110,GUY,1987,1,,1,1,2014
110,GUY,1988,1,,1,1,2014
110,GUY,1989,1,,1,1,2014
110,GUY,1990,1,,1,1,2014
110,GUY,1991,1,,1,1,2014
110,GUY,1992,1,,1,1,2014
110,GUY,1993,1,,1,1,2014
110,GUY,1994,1,,1,1,2014
110,GUY,1995,1,,1,1,2014
110,GUY,1996,1,,1,1,2014
110,GUY,1997,1,,1,1,2014
110,GUY,1998,1,,1,1,2014
110,GUY,1999,1,,1,1,2014
110,GUY,2000,1,,1,1,2014
110,GUY,2001,1,,1,1,2014
110,GUY,2002,1,,1,1,2014
110,GUY,2003,1,,1,1,2014
110,GUY,2004,1,,1,1,2014
110,GUY,2005,1,,1,1,2014
110,GUY,2006,1,,1,1,2014
110,GUY,2007,1,,1,1,2014
110,GUY,2008,1,,1,1,2014
115,SUR,1975,1,,1,1,2014
115,SUR,1976,1,,1,1,2014
115,SUR,1977,1,,1,1,2014
115,SUR,1978,1,,1,1,2014
115,SUR,1979,1,,1,1,2014
115,SUR,1980,1,,1,1,2014
115,SUR,1981,1,,1,1,2014
115,SUR,1982,1,,1,1,2014
115,SUR,1983,1,,1,1,2014
115,SUR,1984,1,,1,1,2014
115,SUR,1985,1,,1,1,2014
115,SUR,1986,1,,1,1,2014
115,SUR,1987,1,,1,1,2014
115,SUR,1988,1,,1,1,2014
115,SUR,1989,1,,1,1,2014
115,SUR,1990,1,,1,1,2014
115,SUR,1991,1,,1,1,2014
115,SUR,1992,1,,1,1,2014
115,SUR,1993,1,,1,1,2014
115,SUR,1994,1,,1,1,2014
115,SUR,1995,1,,1,1,2014
115,SUR,1996,1,,1,1,2014
115,SUR,1997,1,,1,1,2014
115,SUR,1998,1,,1,1,2014
115,SUR,1999,1,,1,1,2014
115,SUR,2000,1,,1,1,2014
115,SUR,2001,1,,1,1,2014
115,SUR,2002,1,,1,1,2014
115,SUR,2003,1,,1,1,2014
115,SUR,2004,1,,1,1,2014
115,SUR,2005,1,,1,1,2014
115,SUR,2006,1,,1,1,2014
115,SUR,2007,1,,1,1,2014
115,SUR,2008,1,,1,1,2014
130,ECU,1854,0,,1,,2014
130,ECU,1855,0,,1,,2014
130,ECU,1856,0,,1,,2014
130,ECU,1857,0,,1,,2014
130,ECU,1858,0,,1,,2014
130,ECU,1859,0,,1,,2014
130,ECU,1860,0,,1,,2014
130,ECU,1861,0,,1,,2014
130,ECU,1862,0,,1,,2014
130,ECU,1863,0,,1,,2014
130,ECU,1864,0,,1,,2014
130,ECU,1865,0,,1,,2014
130,ECU,1866,0,,1,,2014
130,ECU,1867,0,,1,,2014
130,ECU,1868,0,,1,,2014
130,ECU,1869,0,,1,,2014
130,ECU,1870,0,,1,,2014
130,ECU,1871,0,,1,,2014
130,ECU,1872,0,,1,,2014
130,ECU,1873,0,,1,,2014
130,ECU,1874,0,,1,,2014
130,ECU,1875,0,,1,,2014
130,ECU,1876,0,,1,,2014
130,ECU,1877,0,,1,,2014
130,ECU,1878,0,,1,,2014
130,ECU,1879,0,,1,,2014
130,ECU,1880,0,,1,,2014
130,ECU,1881,0,,1,,2014
130,ECU,1882,0,,1,,2014
130,ECU,1883,0,,1,,2014
130,ECU,1884,0,,1,,2014
130,ECU,1885,0,,1,,2014
130,ECU,1886,0,,1,,2014
130,ECU,1887,0,,1,,2014
130,ECU,1888,0,,1,,2014
130,ECU,1889,0,,1,,2014
130,ECU,1890,0,,1,,2014
130,ECU,1891,0,,1,,2014
130,ECU,1892,0,,1,,2014
130,ECU,1893,0,,1,,2014
130,ECU,1894,0,,1,,2014
130,ECU,1895,0,,1,,2014
130,ECU,1896,0,,1,,2014
130,ECU,1897,0,,1,,2014
130,ECU,1898,0,,1,,2014
130,ECU,1899,0,,1,,2014
130,ECU,1900,0,,1,,2014
130,ECU,1901,0,,1,,2014
130,ECU,1902,0,,1,,2014
130,ECU,1903,0,,1,,2014
130,ECU,1904,0,,1,,2014
130,ECU,1905,0,,1,,2014
130,ECU,1906,0,,1,,2014
130,ECU,1907,0,,1,,2014
130,ECU,1908,0,,1,,2014
130,ECU,1909,0,,1,,2014
130,ECU,1910,0,,1,,2014
130,ECU,1911,0,,1,,2014
130,ECU,1912,0,,1,,2014
130,ECU,1913,0,,1,,2014
130,ECU,1914,0,,1,,2014
130,ECU,1915,0,,1,,2014
130,ECU,1916,0,,1,,2014
130,ECU,1917,0,,1,,2014
130,ECU,1918,0,,1,,2014
130,ECU,1919,0,,1,,2014
130,ECU,1920,0,,1,,2014
130,ECU,1921,0,,1,,2014
130,ECU,1922,0,,1,,2014
130,ECU,1923,0,,1,,2014
130,ECU,1924,0,,1,,2014
130,ECU,1925,0,,1,,2014
130,ECU,1926,0,,1,,2014
130,ECU,1927,0,,1,,2014
130,ECU,1928,0,,1,,2014
130,ECU,1929,0,,1,,2014
130,ECU,1930,0,,1,,2014
130,ECU,1931,0,,1,,2014
130,ECU,1932,0,,1,,2014
130,ECU,1933,0,,1,,2014
130,ECU,1934,0,,1,,2014
130,ECU,1935,0,,1,,2014
130,ECU,1936,0,,1,,2014
130,ECU,1937,0,,1,,2014
130,ECU,1938,0,,1,,2014
130,ECU,1939,0,,1,,2014
130,ECU,1940,0,,1,,2014
130,ECU,1941,0,,1,,2014
130,ECU,1942,0,24,1,,2014
130,ECU,1943,0,24,1,,2014
130,ECU,1944,0,24,1,,2014
130,ECU,1945,0,24,1,,2014
130,ECU,1946,0,24,1,,2014
130,ECU,1947,0,24,1,,2014
130,ECU,1948,0,24,1,,2014
130,ECU,1949,0,24,1,,2014
130,ECU,1950,0,24,1,,2014
130,ECU,1951,0,24,1,,2014
130,ECU,1952,0,24,1,,2014
130,ECU,1953,0,24,1,,2014
130,ECU,1954,0,24,1,,2014
130,ECU,1955,0,24,1,,2014
130,ECU,1956,0,24,1,,2014
130,ECU,1957,0,24,1,,2014
130,ECU,1958,0,24,1,,2014
130,ECU,1959,0,24,1,,2014
130,ECU,1960,0,24,1,,2014
130,ECU,1961,0,24,1,,2014
130,ECU,1962,0,24,1,,2014
130,ECU,1963,0,24,1,,2014
130,ECU,1964,0,24,1,,2014
130,ECU,1965,0,24,1,,2014
130,ECU,1966,0,24,1,,2014
130,ECU,1967,0,24,1,,2014
130,ECU,1968,0,24,1,,2014
130,ECU,1969,0,24,1,0,2014
130,ECU,1970,0,24,1,0,2014
130,ECU,1971,0,24,1,0,2014
130,ECU,1972,0,24,1,0,2014
130,ECU,1973,0,24,1,0,2014
130,ECU,1974,0,24,1,0,2014
130,ECU,1975,0,24,1,0,2014
130,ECU,1976,0,24,1,0,2014
130,ECU,1977,0,24,1,0,2014
130,ECU,1978,0,24,1,0,2014
130,ECU,1979,0,24,1,0,2014
130,ECU,1980,0,24,1,0,2014
130,ECU,1981,0,24,1,0,2014
130,ECU,1982,0,24,1,0,2014
130,ECU,1983,0,24,1,0,2014
130,ECU,1984,0,24,1,0,2014
130,ECU,1985,1,12,1,1,2014
130,ECU,1986,1,24,1,1,2014
130,ECU,1987,1,24,1,1,2014
130,ECU,1988,1,24,1,1,2014
130,ECU,1989,0,12,1,0,2014
130,ECU,1990,0,12,1,0,2014
130,ECU,1991,0,12,1,0,2014
130,ECU,1992,0,12,1,0,2014
130,ECU,1993,0,12,1,0,2014
130,ECU,1994,0,12,1,0,2014
130,ECU,1995,0,12,1,0,2014
130,ECU,1996,0,12,1,0,2014
130,ECU,1997,0,12,1,0,2014
130,ECU,1998,0,12,1,0,2014
130,ECU,1999,0,12,1,0,2014
130,ECU,2000,0,12,1,0,2014
130,ECU,2001,0,12,1,0,2014
130,ECU,2002,0,12,1,0,2014
130,ECU,2003,0,12,1,0,2014
130,ECU,2004,0,12,1,0,2014
130,ECU,2005,0,,1,0,2014
130,ECU,2006,0,,1,0,2014
130,ECU,2007,0,,1,0,2014
130,ECU,2008,0,,1,0,2014
135,PER,1839,,,,,2014
135,PER,1840,,,,,2014
135,PER,1841,,,,,2014
135,PER,1842,,,,,2014
135,PER,1843,,,,,2014
135,PER,1844,,,,,2014
135,PER,1845,,,,,2014
135,PER,1846,,,,,2014
135,PER,1847,,,,,2014
135,PER,1848,,,,,2014
135,PER,1849,,,,,2014
135,PER,1850,,,,,2014
135,PER,1851,,,,,2014
135,PER,1852,,,,,2014
135,PER,1853,,,,,2014
135,PER,1854,,,,,2014
135,PER,1855,,,,,2014
135,PER,1856,,,,,2014
135,PER,1857,,,,,2014
135,PER,1858,,,,,2014
135,PER,1859,,,,,2014
135,PER,1860,,,,,2014
135,PER,1861,,,,,2014
135,PER,1862,,,,,2014
135,PER,1863,,,,,2014
135,PER,1864,,,,,2014
135,PER,1865,,,,,2014
135,PER,1866,,,,,2014
135,PER,1867,,,,,2014
135,PER,1868,,,,,2014
135,PER,1869,,,,,2014
135,PER,1870,,,,,2014
135,PER,1871,,,,,2014
135,PER,1872,,,,,2014
135,PER,1873,,,,,2014
135,PER,1874,,,,,2014
135,PER,1875,,,,,2014
135,PER,1876,,,,,2014
135,PER,1877,,,,,2014
135,PER,1878,,,,,2014
135,PER,1879,,,,,2014
135,PER,1880,,,,,2014
135,PER,1881,,,,,2014
135,PER,1882,,,,,2014
135,PER,1883,,,,,2014
135,PER,1884,,,,,2014
135,PER,1885,,,,,2014
135,PER,1886,,,,,2014
135,PER,1887,,,,,2014
135,PER,1888,,,,,2014
135,PER,1889,,,,,2014
135,PER,1890,,,,,2014
135,PER,1891,,,,,2014
135,PER,1892,,,,,2014
135,PER,1893,,,,,2014
135,PER,1894,,,,,2014
135,PER,1895,,,,,2014
135,PER,1896,,,,,2014
135,PER,1897,,,,,2014
135,PER,1898,,,,,2014
135,PER,1899,,,,,2014
135,PER,1900,,,,,2014
135,PER,1901,,,,,2014
135,PER,1902,,,,,2014
135,PER,1903,,,,,2014
135,PER,1904,,,,,2014
135,PER,1905,,,,,2014
135,PER,1906,,,,,2014
135,PER,1907,,,,,2014
135,PER,1908,,,,,2014
135,PER,1909,,,,,2014
135,PER,1910,,,,,2014
135,PER,1911,,,,,2014
135,PER,1912,,,,,2014
135,PER,1913,,,,,2014
135,PER,1914,,,,,2014
135,PER,1915,,,,,2014
135,PER,1916,,,,,2014
135,PER,1917,,,,,2014
135,PER,1918,,,,,2014
135,PER,1919,,,,,2014
135,PER,1920,,,,,2014
135,PER,1921,,,,,2014
135,PER,1922,,,,,2014
135,PER,1923,,,,,2014
135,PER,1924,,,,,2014
135,PER,1925,,,,,2014
135,PER,1926,,,,,2014
135,PER,1927,,,,,2014
135,PER,1928,,,,,2014
135,PER,1929,,,,,2014
135,PER,1930,,,,,2014
135,PER,1931,,,,,2014
135,PER,1932,,,,,2014
135,PER,1933,,,,,2014
135,PER,1934,,,,,2014
135,PER,1935,,,,,2014
135,PER,1936,,,,,2014
135,PER,1937,,,,,2014
135,PER,1938,,,,,2014
135,PER,1939,,,,,2014
135,PER,1940,,,,,2014
135,PER,1941,,,,,2014
135,PER,1942,,,,,2014
135,PER,1943,,,,,2014
135,PER,1944,,,,,2014
135,PER,1945,,,,,2014
135,PER,1946,,,,,2014
135,PER,1947,,,,,2014
135,PER,1948,,,,,2014
135,PER,1949,0,24,1,,2014
135,PER,1950,0,24,1,,2014
135,PER,1951,0,24,1,,2014
135,PER,1952,0,24,1,,2014
135,PER,1953,0,24,1,,2014
135,PER,1954,0,24,1,,2014
135,PER,1955,0,24,1,,2014
135,PER,1956,0,24,1,,2014
135,PER,1957,0,24,1,,2014
135,PER,1958,0,24,1,,2014
135,PER,1959,0,24,1,,2014
135,PER,1960,0,24,1,,2014
135,PER,1961,0,24,1,,2014
135,PER,1962,0,24,1,,2014
135,PER,1963,0,24,1,,2014
135,PER,1964,0,24,1,,2014
135,PER,1965,0,24,1,,2014
135,PER,1966,0,24,1,,2014
135,PER,1967,0,24,1,,2014
135,PER,1968,0,24,1,,2014
135,PER,1969,0,24,1,0,2014
135,PER,1970,0,24,1,0,2014
135,PER,1971,0,24,1,0,2014
135,PER,1972,0,24,1,0,2014
135,PER,1973,0,24,1,0,2014
135,PER,1974,0,24,1,0,2014
135,PER,1975,0,24,1,0,2014
135,PER,1976,0,24,1,0,2014
135,PER,1977,0,24,1,0,2014
135,PER,1978,0,24,1,0,2014
135,PER,1979,0,24,1,0,2014
135,PER,1980,0,24,1,0,2014
135,PER,1981,0,24,1,0,2014
135,PER,1982,0,24,1,0,2014
135,PER,1983,0,24,1,0,2014
135,PER,1984,0,24,1,0,2014
135,PER,1985,0,24,1,0,2014
135,PER,1986,0,24,1,0,2014
135,PER,1987,0,24,1,0,2014
135,PER,1988,0,24,1,0,2014
135,PER,1989,0,24,1,0,2014
135,PER,1990,0,24,1,1,2014
135,PER,1991,0,24,1,1,2014
135,PER,1992,0,24,1,1,2014
135,PER,1993,0,24,1,1,2014
135,PER,1994,0,24,1,1,2014
135,PER,1995,0,24,1,0,2014
135,PER,1996,0,24,1,1,2014
135,PER,1997,0,24,1,1,2014
135,PER,1998,0,24,1,0,2014
135,PER,1999,0,24,1,0,2014
135,PER,2000,0,24,1,0,2014
135,PER,2001,0,24,1,0,2014
135,PER,2002,0,24,1,0,2014
135,PER,2003,0,24,1,0,2014
135,PER,2004,1,,1,1,2014
135,PER,2005,1,,1,1,2014
135,PER,2006,1,,1,1,2014
135,PER,2007,1,,1,1,2014
135,PER,2008,1,,1,1,2014
140,BRA,1826,0,,1,,2014
140,BRA,1827,0,,1,,2014
140,BRA,1828,0,,1,,2014
140,BRA,1829,0,,1,,2014
140,BRA,1830,0,,1,,2014
140,BRA,1831,0,,1,,2014
140,BRA,1832,0,,1,,2014
140,BRA,1833,0,,1,,2014
140,BRA,1834,0,,1,,2014
140,BRA,1835,0,,1,,2014
140,BRA,1836,0,,1,,2014
140,BRA,1837,0,,1,,2014
140,BRA,1838,0,,1,,2014
140,BRA,1839,0,,1,,2014
140,BRA,1840,0,,1,,2014
140,BRA,1841,0,,1,,2014
140,BRA,1842,0,,1,,2014
140,BRA,1843,0,,1,,2014
140,BRA,1844,0,,1,,2014
140,BRA,1845,0,,1,,2014
140,BRA,1846,0,,1,,2014
140,BRA,1847,0,,1,,2014
140,BRA,1848,0,,1,,2014
140,BRA,1849,0,,1,,2014
140,BRA,1850,0,,1,,2014
140,BRA,1851,0,,1,,2014
140,BRA,1852,0,,1,,2014
140,BRA,1853,0,,1,,2014
140,BRA,1854,0,,1,,2014
140,BRA,1855,0,,1,,2014
140,BRA,1856,0,,1,,2014
140,BRA,1857,0,,1,,2014
140,BRA,1858,0,,1,,2014
140,BRA,1859,0,,1,,2014
140,BRA,1860,0,,1,,2014
140,BRA,1861,0,,1,,2014
140,BRA,1862,0,,1,,2014
140,BRA,1863,0,,1,,2014
140,BRA,1864,0,,1,,2014
140,BRA,1865,0,,1,,2014
140,BRA,1866,0,,1,,2014
140,BRA,1867,0,,1,,2014
140,BRA,1868,0,,1,,2014
140,BRA,1869,0,,1,,2014
140,BRA,1870,0,,1,,2014
140,BRA,1871,0,,1,,2014
140,BRA,1872,0,,1,,2014
140,BRA,1873,0,,1,,2014
140,BRA,1874,0,,1,,2014
140,BRA,1875,0,,1,,2014
140,BRA,1876,0,,1,,2014
140,BRA,1877,0,,1,,2014
140,BRA,1878,0,,1,,2014
140,BRA,1879,0,,1,,2014
140,BRA,1880,0,,1,,2014
140,BRA,1881,0,,1,,2014
140,BRA,1882,0,,1,,2014
140,BRA,1883,0,,1,,2014
140,BRA,1884,0,,1,,2014
140,BRA,1885,0,,1,,2014
140,BRA,1886,0,,1,,2014
140,BRA,1887,0,,1,,2014
140,BRA,1888,0,,1,,2014
140,BRA,1889,0,,1,,2014
140,BRA,1890,0,,1,,2014
140,BRA,1891,0,,1,,2014
140,BRA,1892,0,,1,,2014
140,BRA,1893,0,,1,,2014
140,BRA,1894,0,,1,,2014
140,BRA,1895,0,,1,,2014
140,BRA,1896,0,,1,,2014
140,BRA,1897,0,,1,,2014
140,BRA,1898,0,,1,,2014
140,BRA,1899,0,,1,,2014
140,BRA,1900,0,,1,,2014
140,BRA,1901,0,,1,,2014
140,BRA,1902,0,,1,,2014
140,BRA,1903,0,,1,,2014
140,BRA,1904,0,,1,,2014
140,BRA,1905,0,,1,,2014
140,BRA,1906,0,,1,,2014
140,BRA,1907,0,,1,,2014
140,BRA,1908,0,,1,,2014
140,BRA,1909,0,,1,,2014
140,BRA,1910,0,,1,,2014
140,BRA,1911,0,,1,,2014
140,BRA,1912,0,,1,,2014
140,BRA,1913,0,,1,,2014
140,BRA,1914,0,,1,,2014
140,BRA,1915,0,,1,,2014
140,BRA,1916,0,,1,,2014
140,BRA,1917,0,,1,,2014
140,BRA,1918,0,,1,,2014
140,BRA,1919,0,,1,,2014
140,BRA,1920,0,,1,,2014
140,BRA,1921,0,,1,,2014
140,BRA,1922,0,,1,,2014
140,BRA,1923,0,,1,,2014
140,BRA,1924,0,,1,,2014
140,BRA,1925,0,,1,,2014
140,BRA,1926,0,,1,,2014
140,BRA,1927,0,,1,,2014
140,BRA,1928,0,,1,,2014
140,BRA,1929,0,,1,,2014
140,BRA,1930,0,,1,,2014
140,BRA,1931,0,,1,,2014
140,BRA,1932,0,,1,,2014
140,BRA,1933,0,,1,,2014
140,BRA,1934,0,,1,,2014
140,BRA,1935,0,,1,,2014
140,BRA,1936,0,,1,,2014
140,BRA,1937,0,,1,,2014
140,BRA,1938,0,,1,,2014
140,BRA,1939,0,24,1,,2014
140,BRA,1940,0,24,1,,2014
140,BRA,1941,0,24,1,,2014
140,BRA,1942,0,24,1,,2014
140,BRA,1943,0,24,1,,2014
140,BRA,1944,0,24,1,,2014
140,BRA,1945,0,24,1,,2014
140,BRA,1946,0,24,1,,2014
140,BRA,1947,0,24,1,,2014
140,BRA,1948,0,24,1,,2014
140,BRA,1949,0,24,1,,2014
140,BRA,1950,0,24,1,,2014
140,BRA,1951,0,24,1,,2014
140,BRA,1952,0,24,1,,2014
140,BRA,1953,0,24,1,,2014
140,BRA,1954,0,24,1,,2014
140,BRA,1955,0,24,1,,2014
140,BRA,1956,0,24,1,,2014
140,BRA,1957,0,24,1,,2014
140,BRA,1958,0,24,1,,2014
140,BRA,1959,0,24,1,,2014
140,BRA,1960,0,24,1,,2014
140,BRA,1961,0,24,1,,2014
140,BRA,1962,0,24,1,,2014
140,BRA,1963,0,24,1,,2014
140,BRA,1964,0,24,1,,2014
140,BRA,1965,0,24,1,,2014
140,BRA,1966,0,24,1,,2014
140,BRA,1967,0,24,1,,2014
140,BRA,1968,0,24,1,,2014
140,BRA,1969,0,,1,0,2014
140,BRA,1970,0,12,1,0,2014
140,BRA,1971,0,,1,0,2014
140,BRA,1972,0,12,1,0,2014
140,BRA,1973,0,12,1,0,2014
140,BRA,1974,0,12,1,0,2014
140,BRA,1975,0,12,1,0,2014
140,BRA,1976,0,12,1,0,2014
140,BRA,1977,0,12,1,0,2014
140,BRA,1978,0,12,1,0,2014
140,BRA,1979,0,12,1,0,2014
140,BRA,1980,0,12,1,0,2014
140,BRA,1981,0,12,1,0,2014
140,BRA,1982,0,12,1,0,2014
140,BRA,1983,0,12,1,0,2014
140,BRA,1984,0,12,1,0,2014
140,BRA,1985,0,12,1,0,2014
140,BRA,1986,0,12,1,0,2014
140,BRA,1987,0,12,1,0,2014
140,BRA,1988,0,12,1,0,2014
140,BRA,1989,0,12,1,0,2014
140,BRA,1990,0,12,1,0,2014
140,BRA,1991,0,12,1,0,2014
140,BRA,1992,0,12,1,0,2014
140,BRA,1993,0,12,1,0,2014
140,BRA,1994,0,12,1,1,2014
140,BRA,1995,0,12,1,0,2014
140,BRA,1996,0,12,1,0,2014
140,BRA,1997,0,12,1,0,2014
140,BRA,1998,0,12,1,0,2014
140,BRA,1999,0,12,1,1,2014
140,BRA,2000,0,12,1,1,2014
140,BRA,2001,0,12,1,1,2014
140,BRA,2002,0,12,1,0,2014
140,BRA,2003,0,12,1,0,2014
140,BRA,2004,0,12,1,0,2014
140,BRA,2005,0,,1,0,2014
140,BRA,2006,0,,1,0,2014
140,BRA,2007,0,,1,0,2014
140,BRA,2008,0,,1,0,2014
145,BOL,1848,,,,,2014
145,BOL,1849,,,,,2014
145,BOL,1850,,,,,2014
145,BOL,1851,,,,,2014
145,BOL,1852,,,,,2014
145,BOL,1853,,,,,2014
145,BOL,1854,,,,,2014
145,BOL,1855,,,,,2014
145,BOL,1856,,,,,2014
145,BOL,1857,,,,,2014
145,BOL,1858,,,,,2014
145,BOL,1859,,,,,2014
145,BOL,1860,,,,,2014
145,BOL,1861,,,,,2014
145,BOL,1862,,,,,2014
145,BOL,1863,,,,,2014
145,BOL,1864,,,,,2014
145,BOL,1865,,,,,2014
145,BOL,1866,,,,,2014
145,BOL,1867,,,,,2014
145,BOL,1868,,,,,2014
145,BOL,1869,,,,,2014
145,BOL,1870,,,,,2014
145,BOL,1871,,,,,2014
145,BOL,1872,,,,,2014
145,BOL,1873,,,,,2014
145,BOL,1874,,,,,2014
145,BOL,1875,,,,,2014
145,BOL,1876,,,,,2014
145,BOL,1877,,,,,2014
145,BOL,1878,,,,,2014
145,BOL,1879,,,,,2014
145,BOL,1880,,,,,2014
145,BOL,1881,,,,,2014
145,BOL,1882,,,,,2014
145,BOL,1883,,,,,2014
145,BOL,1884,,,,,2014
145,BOL,1885,,,,,2014
145,BOL,1886,,,,,2014
145,BOL,1887,,,,,2014
145,BOL,1888,,,,,2014
145,BOL,1889,,,,,2014
145,BOL,1890,,,,,2014
145,BOL,1891,,,,,2014
145,BOL,1892,,,,,2014
145,BOL,1893,,,,,2014
145,BOL,1894,,,,,2014
145,BOL,1895,,,,,2014
145,BOL,1896,,,,,2014
145,BOL,1897,,,,,2014
145,BOL,1898,,,,,2014
145,BOL,1899,,,,,2014
145,BOL,1900,,,,,2014
145,BOL,1901,,,,,2014
145,BOL,1902,,,,,2014
145,BOL,1903,,,,,2014
145,BOL,1904,0,,1,,2014
145,BOL,1905,0,,1,,2014
145,BOL,1906,0,,1,,2014
145,BOL,1907,0,24,1,,2014
145,BOL,1908,0,24,1,,2014
145,BOL,1909,0,24,1,,2014
145,BOL,1910,0,24,1,,2014
145,BOL,1911,0,24,1,,2014
145,BOL,1912,0,24,1,,2014
145,BOL,1913,0,24,1,,2014
145,BOL,1914,0,24,1,,2014
145,BOL,1915,0,24,1,,2014
145,BOL,1916,0,24,1,,2014
145,BOL,1917,0,24,1,,2014
145,BOL,1918,0,24,1,,2014
145,BOL,1919,0,24,1,,2014
145,BOL,1920,0,24,1,,2014
145,BOL,1921,0,24,1,,2014
145,BOL,1922,0,24,1,,2014
145,BOL,1923,0,24,1,,2014
145,BOL,1924,0,24,1,,2014
145,BOL,1925,0,24,1,,2014
145,BOL,1926,0,24,1,,2014
145,BOL,1927,0,24,1,,2014
145,BOL,1928,0,24,1,,2014
145,BOL,1929,0,24,1,,2014
145,BOL,1930,0,24,1,,2014
145,BOL,1931,0,24,1,,2014
145,BOL,1932,0,24,1,,2014
145,BOL,1933,0,24,1,,2014
145,BOL,1934,0,24,1,,2014
145,BOL,1935,0,24,1,,2014
145,BOL,1936,0,24,1,,2014
145,BOL,1937,0,24,1,,2014
145,BOL,1938,0,24,1,,2014
145,BOL,1939,0,24,1,,2014
145,BOL,1940,0,24,1,,2014
145,BOL,1941,0,24,1,,2014
145,BOL,1942,0,24,1,,2014
145,BOL,1943,0,24,1,,2014
145,BOL,1944,0,24,1,,2014
145,BOL,1945,0,24,1,,2014
145,BOL,1946,0,24,1,,2014
145,BOL,1947,0,24,1,,2014
145,BOL,1948,0,24,1,,2014
145,BOL,1949,0,24,1,,2014
145,BOL,1950,0,24,1,,2014
145,BOL,1951,0,24,1,,2014
145,BOL,1952,0,24,1,,2014
145,BOL,1953,0,24,1,,2014
145,BOL,1954,0,24,1,,2014
145,BOL,1955,0,24,1,,2014
145,BOL,1956,0,24,1,,2014
145,BOL,1957,0,24,1,,2014
145,BOL,1958,0,24,1,,2014
145,BOL,1959,0,24,1,,2014
145,BOL,1960,0,24,1,,2014
145,BOL,1961,0,24,1,,2014
145,BOL,1962,0,24,1,,2014
145,BOL,1963,0,24,1,,2014
145,BOL,1964,0,24,1,,2014
145,BOL,1965,0,24,1,,2014
145,BOL,1966,0,24,1,,2014
145,BOL,1967,0,24,1,,2014
145,BOL,1968,0,24,1,,2014
145,BOL,1969,0,,1,0,2014
145,BOL,1970,0,12,1,0,2014
145,BOL,1971,0,,1,0,2014
145,BOL,1972,0,12,1,0,2014
145,BOL,1973,0,12,1,0,2014
145,BOL,1974,0,12,1,0,2014
145,BOL,1975,0,12,1,0,2014
145,BOL,1976,0,12,1,0,2014
145,BOL,1977,0,12,1,0,2014
145,BOL,1978,0,12,1,0,2014
145,BOL,1979,0,12,1,0,2014
145,BOL,1980,0,12,1,0,2014
145,BOL,1981,0,12,1,0,2014
145,BOL,1982,0,12,1,0,2014
145,BOL,1983,0,12,1,0,2014
145,BOL,1984,0,12,1,0,2014
145,BOL,1985,0,12,1,0,2014
145,BOL,1986,0,12,1,0,2014
145,BOL,1987,0,12,1,0,2014
145,BOL,1988,0,12,1,0,2014
145,BOL,1989,0,12,1,0,2014
145,BOL,1990,0,12,1,0,2014
145,BOL,1991,0,12,1,0,2014
145,BOL,1992,0,12,1,0,2014
145,BOL,1993,0,12,1,0,2014
145,BOL,1994,0,12,1,0,2014
145,BOL,1995,0,12,1,0,2014
145,BOL,1996,0,12,1,0,2014
145,BOL,1997,0,12,1,0,2014
145,BOL,1998,0,12,1,0,2014
145,BOL,1999,0,12,1,0,2014
145,BOL,2000,0,12,1,0,2014
145,BOL,2001,0,12,1,0,2014
145,BOL,2002,0,12,1,0,2014
145,BOL,2003,0,12,1,1,2014
